,CITY,ELEMENT_GROUP,ELEMENT,BRAND HIGH,acv%,sku_count,sales_sum,brand_sspd,acv_per_mm,sales_per_million
207,COLUMBIA,BABY,DIAPERS,ALL GOOD,99.98922041261716,1,274180,2742.0955865898777,203.316322,13.486844339973244
208,COLUMBIA,BEVERAGES,TEA,AMAR (DAMRON),99.98922041261716,1,272505,2725.343780814336,203.316322,13.404451516756907
209,COLUMBIA,PHARMACY,ALLERGY,ALLEGRA,99.98922041261716,1,270143,2701.7212344013033,203.316322,13.288265338585571
210,COLUMBIA,BEVERAGES,BEER,ODENWALDER,99.98922041261716,1,269700,2697.2907568141,203.316322,13.266474281460294
211,COLUMBIA,BAKERY,CAKE,RICH,99.98922041261716,3,268550,2685.789517027907,203.316322,13.209906074475944
212,COLUMBIA,PHARMACY,ALLERGY,SINUS BUSTER,99.98922041261716,1,266765,2667.937592664121,203.316322,13.122102379287192
213,COLUMBIA,BEVERAGES,BEER,ELYSIAN BREWING COMPANY,99.98922041261716,1,266666,2666.947485934701,203.316322,13.117232594512018
214,COLUMBIA,BEVERAGES,TEA,RISHI TEA,99.98922041261716,1,264674,2647.0253384094,203.316322,13.019246622066081
215,COLUMBIA,BEVERAGES,BEER,DEVIL'S PURSE BREWING CO.,99.98922041261716,1,263497,2635.2540695151833,203.316322,12.961350291961228
216,COLUMBIA,BEVERAGES,BEER,WHITE CLAW HARD SELTZER,99.98922041261716,1,262871,2628.9933946402643,203.316322,12.93055751146366
217,COLUMBIA,BEVERAGES,TEA,SVF,99.98922041261716,1,259744,2597.720023499895,203.316322,12.77674117821143
218,COLUMBIA,BEVERAGES,BEER,HERETIC,99.98922041261716,1,258077,2581.0482263489525,203.316322,12.694741872956724
219,COLUMBIA,BEVERAGES,BEER,HAZLITT 1852 VINEYARDS,99.98922041261716,1,255668,2556.9556292663974,203.316322,12.576243776760812
220,COLUMBIA,BEVERAGES,TEA,LIFETIME BRANDS,99.98922041261716,1,252943,2529.702691512158,203.316322,12.442201721080503
221,COLUMBIA,BEVERAGES,TEA,CALYPSO,99.98922041261716,1,249915,2499.419427101208,203.316322,12.293255172603446
222,COLUMBIA,BEVERAGES,BEER,MODERN TIMES BEER,99.98922041261716,1,242320,2423.4612391219603,203.316322,11.919659057780713
223,COLUMBIA,BEVERAGES,BEER,ALE SMITH,99.98922041261716,1,242293,2423.1912100139366,203.316322,11.918330934660212
224,COLUMBIA,BAKERY,CAKE,CROWN,99.98922041261716,1,240710,2407.3595034212904,203.316322,11.840463568002622
225,COLUMBIA,BAKERY,CAKE,BAKER'S BAKE SHOP,99.98922041261716,1,239065,2390.9077299879973,203.316322,11.7595464371424
226,COLUMBIA,BEVERAGES,BEER,BROSKI,99.98922041261716,1,238046,2380.716631429623,203.316322,11.709422086779746
227,COLUMBIA,BEVERAGES,BEER,GOLDEN ROAD BREWING,99.98922041261716,1,235893,2359.184310334255,203.316322,11.603516565356001
228,COLUMBIA,BAKERY,CAKE,SARA LEE,99.98922041261716,1,227813,2278.3755994886565,203.316322,11.206063424109434
229,COLUMBIA,BAKERY,CAKE,KNAUB'S,99.98922041261716,1,227220,2272.4449601902106,203.316322,11.17689390520359
230,COLUMBIA,BAKERY,CAKE,SCHMIDT,99.98922041261716,1,226292,2263.1639597366566,203.316322,11.131245821654478
231,COLUMBIA,BEVERAGES,COFFEE,BARISTA PRIMA COFFEEHOUSE KEURIG,99.98922041261716,1,223501,2235.2509508294706,203.316322,10.99395724279072
232,COLUMBIA,BEVERAGES,BEER,BALLAST POINT,99.98922041261716,1,214170,2141.930891312109,203.316322,10.53496773029422
233,COLUMBIA,BEVERAGES,BEER,CURRAHEE BREWING COMPANY,99.99405683738155,1,209898,2099.1047532090147,203.316322,10.32432975651121
234,COLUMBIA,BEVERAGES,BEER,LIONSHEAD,99.98922041261716,1,209125,2091.4754524239847,203.316322,10.286805465741136
235,COLUMBIA,BEVERAGES,BEER,IRON HORSE BREWERY,99.98922041261716,1,207995,2080.174234199291,203.316322,10.23122105366086
236,COLUMBIA,BAKERY,CAKE,SPECIAL TOUCH BAKERIES,99.98922041261716,1,207532,2075.543735050589,203.316322,10.20844620163151
237,COLUMBIA,BEVERAGES,TEA,THE TAO OF TEA,99.98922041261716,1,185933,1859.530449709737,203.316322,9.145996894974997
238,COLUMBIA,BEVERAGES,COFFEE,LA COLOMBE,99.98922041261716,6,99846,998.5676414714892,203.316322,4.9113992996169245
239,COLUMBIA,BEVERAGES,BEER,NINKASI BREWING COMPANY,99.98922041261716,1,81725,817.3381056753145,203.316322,4.020031926779172
240,COLUMBIA,BEVERAGES,BEER,MIKE'S,99.98922041261716,1,78053,780.614146984097,203.316322,3.8394071823908806
241,COLUMBIA,BEVERAGES,COFFEE,ORGAIN,99.98922041261716,2,67242,672.4924919158091,203.316322,3.307616846992781
242,COLUMBIA,BEVERAGES,COFFEE,STEEP 18,99.98922041261716,3,62777,627.837678311156,203.316322,3.08798463465789
243,COLUMBIA,BAKERY,CAKE,MARLENKA,99.98922041261716,3,58548,585.5431191321911,203.316322,2.8799612021910916
244,COLUMBIA,BEVERAGES,COFFEE,PLANET JAVA CARA-MEAL,99.98922041261716,2,48894,488.99271139662073,203.316322,2.4050834019937697
245,COLUMBIA,BEVERAGES,COFFEE,SEATTLE'S BEST COFFEE,99.98922041261716,2,48717,487.22252057735454,203.316322,2.3963768170927002
246,COLUMBIA,BAKERY,CAKE,FREDDI,99.98922041261716,2,44694,446.9881834818294,203.316322,2.1984864721378807
247,COLUMBIA,BEVERAGES,BEER,ANCHOR,99.98922041261716,1,43686,436.9070967822795,203.316322,2.1489032089724676
248,COLUMBIA,BEVERAGES,BEER,JEVER,99.98922041261716,1,41400,414.04463230294306,203.316322,2.0364554514366193
249,COLUMBIA,BEVERAGES,COFFEE,FRIZZ COFFEE,99.98922041261716,2,38158,381.62113718395415,203.316322,1.8769822974859545
250,COLUMBIA,BAKERY,CAKE,CELEBRATION ELEGANT DESSERTS,99.98922041261716,1,37022,370.25991249081056,203.316322,1.8211027469344567
251,COLUMBIA,BEVERAGES,COFFEE,GEVALIA,99.98922041261716,2,36150,361.5389724094539,203.316322,1.778209289116758
252,COLUMBIA,BEVERAGES,COFFEE,MARGARITAVILLE,99.98922041261716,2,34981,349.847712139837,203.316322,1.7207064769735356
253,COLUMBIA,BAKERY,CAKE,LILLY'S BAKING COMPANY,99.98922041261716,1,29546,295.491852802482,203.316322,1.4533602117909745
254,COLUMBIA,BAKERY,CAKE,JUST DESSERTS,99.98922041261716,1,28748,287.51099249867167,203.316322,1.4141067951183557
255,COLUMBIA,BAKERY,CAKE,UPPER CRUST,99.98922041261716,1,28607,286.1008404901037,203.316322,1.4071710410446223
256,COLUMBIA,BEVERAGES,COFFEE,HIGH BREW,99.98922041261716,1,25819,258.2178348171422,203.316322,1.2700300314164752
257,COLUMBIA,BEVERAGES,COFFEE,CHOCK O'CCINO,99.98922041261716,2,25614,256.16761381177736,203.316322,1.2599461336496995
258,COLUMBIA,BEVERAGES,COFFEE,DIET RITE PURE ZERO,99.98922041261716,1,25403,254.05738633796287,203.316322,1.2495670974117015
259,COLUMBIA,BEVERAGES,COFFEE,GLACIAL MIST,99.98922041261716,1,25198,252.00716533259805,203.316322,1.2394831996449258
260,COLUMBIA,BEVERAGES,COFFEE,COCA-COLA,99.98922041261716,1,24745,247.47667696464555,203.316322,1.217200245067612
261,COLUMBIA,BEVERAGES,COFFEE,MUD,99.98922041261716,2,24498,245.00641068013283,203.316322,1.2050503780022777
262,COLUMBIA,BAKERY,CAKE,CENTERPIECE DESSERTS,99.98922041261716,1,24410,244.1263158095372,203.316322,1.2007216804243448
263,COLUMBIA,BAKERY,CAKE,GALAXY,99.98922041261716,1,24410,244.1263158095372,203.316322,1.2007216804243448
264,COLUMBIA,BAKERY,CAKE,CRESTWOOD,99.98922041261716,2,22937,229.39472780513537,203.316322,1.1282651857391723
265,COLUMBIA,BABY,DIAPERS,COMFEES,99.98922041261716,1,22282,222.84402166604292,203.316322,1.0960459026306943
266,COLUMBIA,BABY,DIAPERS,EARTH & EDEN,99.98922041261716,1,22074,220.76379742645327,203.316322,1.0858144356283075
267,COLUMBIA,BEVERAGES,BEER,KONIG,39.96765007218359,1,21762,544.4903555925038,203.316322,2.6780454723772924
268,COLUMBIA,BEVERAGES,BEER,REISSDORF KOLSCH,39.96765007218359,1,21728,543.6396676001251,203.316322,2.673861410891178
269,COLUMBIA,BEVERAGES,COFFEE,DREAM,99.98922041261716,2,21609,216.11329612160137,203.316322,1.0629412041085484
270,COLUMBIA,BAKERY,CAKE,PALUANI,99.98922041261716,2,21594,215.9632799504771,203.316322,1.0622033579304917
271,COLUMBIA,BAKERY,CAKE,ELEGANT DESSERTS,99.98922041261716,1,20123,201.2516941022252,203.316322,0.9898452427357268
272,COLUMBIA,BAKERY,CAKE,SWEETAPOLITA,99.98922041261716,1,19933,199.35148926798465,203.316322,0.980499191147008
273,COLUMBIA,BEVERAGES,COFFEE,PEPSI,99.98922041261716,1,19780,197.82132432251723,203.316322,0.9729731601308291
274,COLUMBIA,BEVERAGES,COFFEE,GK CAFE,99.98922041261716,1,19641,196.43117447009914,203.316322,0.9661357855475032
275,COLUMBIA,BEVERAGES,TEA,ONLI,99.98922041261716,1,18740,187.4202031245689,203.316322,0.9218158251188947
276,COLUMBIA,BEVERAGES,COFFEE,J & J,99.98922041261716,1,18529,185.3099756507544,203.316322,0.9114367888808966
277,COLUMBIA,BABY,DIAPERS,WET'S,99.98922041261716,1,17216,172.17856013834464,203.316322,0.8468506534283294
278,COLUMBIA,BEVERAGES,BEER,MARBLE BREWERY,99.98922041261716,1,16589,165.90788418535078,203.316322,0.8160086831855574
279,COLUMBIA,BEVERAGES,COFFEE,PLANET JAVA MOJO-VATION,99.98922041261716,1,16268,162.69753812329174,203.316322,0.800218774975143
280,COLUMBIA,BAKERY,CAKE,CAPITOL,99.98922041261716,1,15848,158.4970853318126,203.316322,0.7795590819895541
281,COLUMBIA,BEVERAGES,COFFEE,GHIRARDELLI,99.98922041261716,1,15373,153.7465732462112,203.316322,0.7561939530177572
282,COLUMBIA,BEVERAGES,COFFEE,EMERALD,99.98922041261716,1,15205,152.06639212961954,203.316322,0.7479300758235216
283,COLUMBIA,BAKERY,CAKE,KRYSTYNA BAKERY,99.98922041261716,1,15016,150.17618837345393,203.316322,0.7386332139800066
284,COLUMBIA,BEVERAGES,COFFEE,PLANET JAVA TREMBLE,99.98922041261716,1,13756,137.57482999901654,203.316322,0.67665413502324
285,COLUMBIA,BEVERAGES,TEA,RTD TEA MULTI SERVE,99.98922041261716,1,13716,137.17478687601852,203.316322,0.6746865452150885
286,COLUMBIA,BEVERAGES,COFFEE,TAYLOR'S TONICS,99.98922041261716,1,13555,135.56461330595153,203.316322,0.6667669962372795
287,COLUMBIA,BAKERY,CAKE,DAVID'S,99.98922041261716,1,12628,126.29361393047259,203.316322,0.6211681024333726
288,COLUMBIA,BEVERAGES,BEER,RIO FRESCO,99.98922041261716,1,12094,120.95303823844911,203.316322,0.5949007784945525
289,COLUMBIA,BEVERAGES,COFFEE,CARIBOU,99.98922041261716,1,11846,118.47277087586144,203.316322,0.5827017216840144
290,COLUMBIA,BEVERAGES,COFFEE,RISE,99.98922041261716,1,11704,117.05261778921849,203.316322,0.575716777865077
291,COLUMBIA,BAKERY,CAKE,CORAZON DE RONDA,99.98922041261716,1,11308,113.09219087153816,203.316322,0.5562376387643789
292,COLUMBIA,BAKERY,CAKE,KUCHEN MEISTER,99.98922041261716,1,10560,105.61138447147533,203.316322,0.5194437093519493
293,COLUMBIA,BABY,DIAPERS,WONDER DRYS,99.98922041261716,1,9874,98.75064491205941,203.316322,0.48569954414215405
294,COLUMBIA,BEVERAGES,COFFEE,MAPLE MAMA,99.98922041261716,1,9516,95.1702589612272,203.316322,0.46808961535919974
295,COLUMBIA,BAKERY,CAKE,SWISS COLONY RETAIL BRANDS,99.98922041261716,1,9493,94.94023416550334,203.316322,0.4669582512195127
296,COLUMBIA,BAKERY,CAKE,STAFFORDS,99.98922041261716,1,9262,92.62998513018982,203.316322,0.4555954200774388
297,COLUMBIA,BEVERAGES,BEER,ACE,99.98922041261716,1,8767,87.67945148308942,203.316322,0.43124649620156624
298,COLUMBIA,BAKERY,CAKE,BALCONI,99.98922041261716,1,8294,82.94894155363792,203.316322,0.40797974672017684
299,COLUMBIA,BEVERAGES,TEA,BREW DR.,99.98922041261716,1,8151,81.51878738892002,203.316322,0.40094561315603583
300,COLUMBIA,BEVERAGES,COFFEE,MAXWELL HOUSE,99.98922041261716,1,7950,79.50857069585501,203.316322,0.39105847437007546
301,COLUMBIA,BAKERY,CAKE,DIANNE'S GOURMET DESSERTS,99.98922041261716,1,7009,70.09755622732676,203.316322,0.34477092413331556
302,COLUMBIA,BEVERAGES,TEA,MIRACLE TREE,99.98922041261716,1,6543,65.43705384439991,203.316322,0.32184850286835265
303,COLUMBIA,BEVERAGES,COFFEE,NORTHWOODS SODA & SYRUP CO.,99.98922041261716,1,6384,63.846882430482815,203.316322,0.3140273333809511
304,COLUMBIA,BEVERAGES,COFFEE,STUMPTOWN COFFEE ROASTERS,99.98922041261716,1,6240,62.40672718768997,203.316322,0.3069440100716064
305,COLUMBIA,BEVERAGES,COFFEE,ONLI,99.98922041261716,1,5632,56.326071718120176,203.316322,0.27703664498770625
306,COLUMBIA,BEVERAGES,COFFEE,ROYAL MILLS,99.98922041261716,1,5478,54.78590569457783,203.316322,0.2694614242263237
307,COLUMBIA,BEVERAGES,COFFEE,MANHATTAN SPECIAL,99.98922041261716,1,3192,31.923441215241407,203.316322,0.15701366669047556
308,COLUMBIA,BEVERAGES,BEER,ALASKAN,39.96765007218359,1,150,3.753035260494236,203.316322,0.01845909479168247
309,COLUMBIA,BAKERY,BAKERY BULK COOKIES,STARBUCKS,99.98922041261716,1,130,1.300140149743541,203.316322,0.0063946668764917995
310,SPRINGFIELD,BEVERAGES,COFFEE,STARBUCKS,99.98922041261716,35,11470030,114712.66555202237,169.3595,677.3323347791082
311,SPRINGFIELD,BEVERAGES,TEA,TWININGS,99.98922041261716,23,9371022,93720.32266407706,169.3595,553.3809598167039
312,SPRINGFIELD,BABY,DIAPERS,PAMPERS,99.98922041261716,18,5502223,55028.16180878735,169.3595,324.91925052203953
313,SPRINGFIELD,BABY,DIAPERS,HUGGIES,99.99516357523561,15,5188957,51892.0797213944,169.3595,306.401942149064
314,SPRINGFIELD,BAKERY,CAKE,CHICAGO SWEET CONNECTION BAKERY,99.98922041261716,13,5125054,51256.06519233641,169.3595,302.6465311502243
315,SPRINGFIELD,BEVERAGES,TEA,ARIZONA,99.98922041261716,14,3808664,38090.74602525257,169.3595,224.91059565747756
316,SPRINGFIELD,BABY,DIAPERS,LUVS,99.98922041261716,12,3427772,34281.41539512859,169.3595,202.41802435132715
317,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,SOLID GOLD,99.98922041261716,8,2796139,27964.4044474135,169.3595,165.11860537739838
318,SPRINGFIELD,BEVERAGES,BEER,SAMUEL SMITH,99.98922041261716,6,2527050,25273.224349303197,169.3595,149.22826501792457
319,SPRINGFIELD,BEVERAGES,COFFEE,WOLFGANG PUCK,99.98922041261716,8,2468123,24683.890821580597,169.3595,145.74848663098672
320,SPRINGFIELD,BEVERAGES,BEER,YOUNG'S,99.98922041261716,5,2421124,24213.85015313601,169.3595,142.973084787898
321,SPRINGFIELD,BABY,DIAPERS,HONEST,99.98922041261716,6,2199247,21994.840953100258,169.3595,129.87072442408166
322,SPRINGFIELD,PHARMACY,ALLERGY,HEALTH MART,99.98922041261716,6,2172256,21724.901854779273,169.3595,128.27684218942116
323,SPRINGFIELD,BAKERY,CAKE,PELLMAN,99.98922041261716,5,1963569,19637.806874552116,169.3595,115.95338244711466
324,SPRINGFIELD,BEVERAGES,COFFEE,GODIVA BELGIAN BLENDS,99.98922041261716,7,1908897,19091.027934038433,169.3595,112.72487184975412
325,SPRINGFIELD,BEVERAGES,COFFEE,DUNKIN',99.98922041261716,4,1660495,16606.740138064622,169.3595,98.05614765079386
326,SPRINGFIELD,BABY,DIAPERS,DRYPERS,99.98922041261716,3,1608571,16087.444160100904,169.3595,94.98991293727782
327,SPRINGFIELD,BABY,DIAPERS,FITTI,99.99516357523561,4,1560271,15603.464649828427,169.3595,92.13220781726699
328,SPRINGFIELD,BEVERAGES,TEA,CARL COLTERYAHN,99.98922041261716,6,1550923,15510.902011236169,169.3595,91.58566251811187
329,SPRINGFIELD,BAKERY,CAKE,GREBE'S,99.98922041261716,6,1516696,15168.595111964843,169.3595,89.56447741027131
330,SPRINGFIELD,BAKERY,CAKE,DANISH KITCHENS,99.98922041261716,4,1419949,14201.020811447626,169.3595,83.85133878788983
331,SPRINGFIELD,BREAKFAST,BACON,WRIGHT,99.98922041261716,3,1357540,13576.863529868051,169.3595,80.16594008525091
332,SPRINGFIELD,BREAKFAST,BACON,HORMEL,99.98922041261716,6,1355145,13552.910947878545,169.3595,80.024509684302
333,SPRINGFIELD,BAKERY,CAKE,LA BREE'S BAKERY,99.98922041261716,5,1345778,13459.230849550486,169.3595,79.47136623307512
334,SPRINGFIELD,BREAKFAST,BACON,THOMAS E. WILSON,99.98922041261716,3,1327220,13273.630842635557,169.3595,78.37547254588941
335,SPRINGFIELD,BEVERAGES,BEER,LOWENBRAU,99.99516357523561,3,1246759,12468.193014774639,169.3595,73.61968484067701
336,SPRINGFIELD,BEVERAGES,TEA,LOTSA,99.98922041261716,3,1235935,12360.682430563718,169.3595,72.98487791097469
337,SPRINGFIELD,BEVERAGES,BEER,TECATE,99.99516357523561,4,1208428,12084.86447537823,169.3595,71.35628338167172
338,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,IAMS,99.98922041261716,3,1137651,11377.736473045301,169.3595,67.1809758120761
339,SPRINGFIELD,BEVERAGES,BEER,BRUMMEN,99.98922041261716,2,1029051,10291.619394105697,169.3595,60.767889572806354
340,SPRINGFIELD,BREAKFAST,BACON,OSCAR MAYER,99.98922041261716,2,1009934,10100.428784546872,169.3595,59.63898561667265
341,SPRINGFIELD,BEVERAGES,COFFEE,COCO CAFE,99.98922041261716,2,975843,9759.48203189374,169.3595,57.62583162972104
342,SPRINGFIELD,BEVERAGES,BEER,HOFBRAU,99.98922041261716,2,968960,9690.644611503858,169.3595,57.21937423943657
343,SPRINGFIELD,BREAKFAST,BACON,VALUE MAX,99.98922041261716,2,964491,9645.949793586904,169.3595,56.95546924493107
344,SPRINGFIELD,BEVERAGES,TEA,VERYFINE,99.98922041261716,2,961899,9620.026999216634,169.3595,56.802405529165085
345,SPRINGFIELD,BEVERAGES,COFFEE,ILLY,99.98922041261716,7,937387,9374.880573443452,169.3595,55.35491409364961
346,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,WELLNESS,99.98922041261716,2,934515,9346.157477212195,169.3595,55.185315717229884
347,SPRINGFIELD,BAKERY,CAKE,ORION,99.98922041261716,3,923373,9234.725465301097,169.3595,54.52735432793021
348,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,NUTRO,99.98922041261716,3,907599,9076.968459746831,169.3595,53.595862409530206
349,SPRINGFIELD,BEVERAGES,BEER,DOS EQUIS,99.98922041261716,3,880760,8808.54952529324,169.3595,52.01095613351031
350,SPRINGFIELD,BABY,DIAPERS,BRIGHT BUNNY,99.98922041261716,2,873448,8735.421642409203,169.3595,51.57916528100994
351,SPRINGFIELD,BAKERY,CAKE,THE SWISS COLONY,99.98922041261716,4,848844,8489.355117453126,169.3595,50.126241028422534
352,SPRINGFIELD,BAKERY,CAKE,JON DONAIRE,99.98922041261716,4,843763,8438.539639754303,169.3595,49.826195989916734
353,SPRINGFIELD,BABY,DIAPERS,CUTIES,99.98922041261716,3,823537,8236.257834610358,169.3595,48.631802967122354
354,SPRINGFIELD,BAKERY,CAKE,NATURA,99.98922041261716,2,804111,8041.976891926373,169.3595,47.48465183191007
355,SPRINGFIELD,BREAKFAST,BACON,GROGAN'S,99.98922041261716,2,794925,7950.10698872988,169.3595,46.942196857748634
356,SPRINGFIELD,BABY,DIAPERS,SEVENTH GENERATION,99.98922041261716,3,791885,7919.703711382031,169.3595,46.76267768493666
357,SPRINGFIELD,BEVERAGES,TEA,SNAPPLE,99.98922041261716,3,778642,7787.259434435464,169.3595,45.98064728837452
358,SPRINGFIELD,BABY,DIAPERS,HELLO BELLO,99.98922041261716,2,776259,7763.426865382857,169.3595,45.83992551573934
359,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,PURINA,99.98922041261716,2,773706,7737.894113057509,169.3595,45.68916484199297
360,SPRINGFIELD,BEVERAGES,TEA,STEAZ,99.98922041261716,3,772049,7721.3223266873165,169.3595,45.591315082338554
361,SPRINGFIELD,BAKERY,CAKE,WALONG MARKETING,99.98922041261716,3,755800,7558.814809047449,169.3595,44.631773293186676
362,SPRINGFIELD,BEVERAGES,COFFEE,FORTO COFFEE,99.98922041261716,5,728609,7286.875495111474,169.3595,43.026080586630655
363,SPRINGFIELD,BAKERY,CAKE,MRS. SMITH'S,99.98922041261716,2,714394,7144.710170276056,169.3595,42.18665129665626
364,SPRINGFIELD,PHARMACY,ALLERGY,CLARITIN,99.98922041261716,2,692327,6924.016380396127,169.3595,40.88354288006357
365,SPRINGFIELD,BEVERAGES,COFFEE,VICTOR ALLEN'S,99.98922041261716,2,671784,6718.564233502423,169.3595,39.67043025931479
366,SPRINGFIELD,BEVERAGES,TEA,PURE LEAF,99.98922041261716,3,660625,6606.962203264052,169.3595,39.011464979904005
367,SPRINGFIELD,BAKERY,CAKE,HOME STYLE,99.98922041261716,2,656491,6565.617746502207,169.3595,38.767342525823516
368,SPRINGFIELD,BEVERAGES,TEA,CELESTIAL SEASONINGS,99.98922041261716,3,644070,6441.3943557332495,169.3595,38.033853168751975
369,SPRINGFIELD,BABY,DIAPERS,BAMBO NATURE,99.98922041261716,2,622860,6229.271489763553,169.3595,36.78135262423161
370,SPRINGFIELD,BEVERAGES,BEER,ODENWALDER,99.98922041261716,1,593069,5931.329372832709,169.3595,35.02212378303378
371,SPRINGFIELD,BAKERY,CAKE,BEST,99.98922041261716,2,579648,5797.1049039888,169.3595,34.22958206648461
372,SPRINGFIELD,BABY,DIAPERS,FISHER-PRICE HAPPY DAYS,99.98922041261716,1,577464,5775.262549473109,169.3595,34.10061171338548
373,SPRINGFIELD,BEVERAGES,TEA,OAT MAMA,99.98922041261716,3,576396,5764.5813980890625,169.3595,34.037543793463385
374,SPRINGFIELD,BAKERY,CAKE,DAYSTAR DESSERTS,99.98922041261716,2,561775,5618.355635555214,169.3595,33.17413924554108
375,SPRINGFIELD,BREAKFAST,BACON,SHULLSBURG,99.98922041261716,1,556228,5562.8796554734645,169.3595,32.84657580751871
376,SPRINGFIELD,BREAKFAST,BACON,UNCLE CHARLEY'S,99.98922041261716,1,543702,5437.606151506637,169.3595,32.106885952702015
377,SPRINGFIELD,BABY,DIAPERS,SMALL STARS,99.98922041261716,2,526328,5263.847421032449,169.3595,31.080910259137806
378,SPRINGFIELD,BAKERY,CAKE,SWEET STREET,99.98922041261716,1,523459,5235.154328035417,169.3595,30.91148903979651
379,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,EAGLE PACK,99.98922041261716,1,522271,5223.273047282376,169.3595,30.841334836737094
380,SPRINGFIELD,BABY,DIAPERS,FISHER-PRICE HAPPY DAYS & NIGHTS,99.98922041261716,1,513606,5136.613705762932,169.3595,30.329646141863506
381,SPRINGFIELD,BEVERAGES,BEER,AMSTERDAM MARINER,99.98922041261716,1,513033,5130.883088025986,169.3595,30.295809139882827
382,SPRINGFIELD,BEVERAGES,COFFEE,JAVA PRO,99.98922041261716,1,506338,5063.925870314193,169.3595,29.90045359318015
383,SPRINGFIELD,PHARMACY,ALLERGY,BENZEDREX,99.98922041261716,2,504627,5046.814025727953,169.3595,29.799415006113936
384,SPRINGFIELD,BEVERAGES,TEA,HONEST,99.98922041261716,2,499583,4996.368587917904,169.3595,29.50155490490881
385,SPRINGFIELD,BEVERAGES,BEER,TWO ROADS,99.98922041261716,2,495420,4954.734099891885,169.3595,29.25571993240347
386,SPRINGFIELD,BEVERAGES,BEER,HOEGAARDEN,99.98922041261716,1,491505,4915.579879228455,169.3595,29.02452994504858
387,SPRINGFIELD,BABY,DIAPERS,EARTH'S BEST,99.98922041261716,2,488586,4886.3867323276745,169.3595,28.8521561077334
388,SPRINGFIELD,BEVERAGES,BEER,LEEUW,99.98922041261716,1,487034,4870.865059155352,169.3595,28.760506845824136
389,SPRINGFIELD,CAT FOOD,DRY CAT FOOD,NATURES GOODNESS,99.98922041261716,2,486091,4861.434042530674,169.3595,28.704820470836733
390,SPRINGFIELD,BEVERAGES,COFFEE,STOK,99.98922041261716,3,485234,4852.863118620441,169.3595,28.65421259876441
391,SPRINGFIELD,BREAKFAST,BACON,KING COTTON,99.98922041261716,1,483321,4833.731056263062,169.3595,28.541245435083724
392,SPRINGFIELD,BABY,DIAPERS,SOFT 'N SNUG,99.98922041261716,1,483232,4832.840960314391,169.3595,28.535989775090215
393,SPRINGFIELD,BAKERY,CAKE,BILL KNAPP'S,99.98922041261716,1,483198,4832.500923659843,169.3595,28.533981994867975
394,SPRINGFIELD,BEVERAGES,BEER,DUVEL,99.98922041261716,1,473917,4739.680918046229,169.3595,27.985917046556164
395,SPRINGFIELD,BEVERAGES,BEER,EXPLORATOR OF HOLLAND,99.98922041261716,1,473526,4735.770496518923,169.3595,27.962827574000414
396,SPRINGFIELD,BEVERAGES,TEA,WALLINGFORD,99.98922041261716,1,470206,4702.566917310088,169.3595,27.766773740534706
397,SPRINGFIELD,BAKERY,CAKE,PARK AVENUE MUFFIN,99.98922041261716,2,468918,4689.685528749552,169.3595,27.69071430152753
398,SPRINGFIELD,BREAKFAST,BACON,OLE CAROLINA,99.98922041261716,1,468498,4685.485075958073,169.3595,27.665912310546933
399,SPRINGFIELD,BEVERAGES,BEER,RED STRIPE,99.98922041261716,1,466403,4664.532817391052,169.3595,27.542197617441314
400,SPRINGFIELD,BEVERAGES,TEA,PEACE TEA,99.98922041261716,2,464996,4650.461300539597,169.3595,27.4591109476563
401,SPRINGFIELD,BEVERAGES,TEA,GLENMERE,99.98922041261716,1,463135,4631.849294242114,169.3595,27.349214506668446
402,SPRINGFIELD,BABY,DIAPERS,THE BASIC DIAPER,99.98922041261716,1,460653,4607.026618460088,169.3595,27.20264655044499
403,SPRINGFIELD,BEVERAGES,BEER,ROYAL BRAND,99.98922041261716,1,457864,4579.133611709051,169.3595,27.0379495198619
404,SPRINGFIELD,BEVERAGES,BEER,WEXFORD,99.98922041261716,1,456298,4563.471923443679,169.3595,26.945473524919944
405,SPRINGFIELD,BAKERY,CAKE,NESTLE,99.98922041261716,1,453412,4534.6088121193725,169.3595,26.775048415467527
406,SPRINGFIELD,BEVERAGES,BEER,DEVILS BACKBONE BREWING COMPANY,99.98922041261716,2,446390,4464.381241877071,169.3595,26.360382747215663
407,SPRINGFIELD,BABY,DIAPERS,LUMI BY PAMPERS,99.98922041261716,1,446124,4461.720955109135,169.3595,26.34467481959462
408,SPRINGFIELD,BABY,DIAPERS,KENDALL,99.98922041261716,1,444867,4449.149599968922,169.3595,26.270446003731248
409,SPRINGFIELD,BEVERAGES,BEER,KRONENBOURG,99.98922041261716,1,442013,4420.606523143014,169.3595,26.101910569782113
410,SPRINGFIELD,BEVERAGES,BEER,MAREDSOUS,99.98922041261716,1,440473,4405.204862907591,169.3595,26.010969936186576
411,SPRINGFIELD,BABY,DIAPERS,LITTLE PATRIOTS,99.98922041261716,2,438524,4385.712761739512,169.3595,25.89587688756469
